V_COD_ESTA,V_ANO,V_MES,V_DIA,N_VI101,N_VI102,N_VI103,V_VT101,N_VT102,V_VT103,N_VT104,V_VT105,N_VT106,V_NB104,N_NB105,N_NB106,V_NB107,N_NB108,V_NB109,N_NB110,V_NB111,N_NB112,N_NB113,V_NB114,N_NB115,V_NB116,N_NB117,V_NB118,N_NB119,N_NB120,V_NB121,N_NB122,V_NB123,N_NB124,N_TM102,N_TM103,N_TM104,N_TM105,N_TM106,N_TM107,N_TM108,N_TM109,N_PT101,N_PT102,N_PT103,N_EV103,N_EV104,N_EV109
374,2013,10,22,37,35,2,E,2,E,4,E,2,CU,4,1200,AC,2,CI,1,SC,7,900,AC,1,,,CU,1,1200,AC,2,,,16.1,7,9.8,13.9,11.1,8.6,10.6,9.2,1.5,4.9,1.5,0.2,1.1,1.3
374,2013,10,23,35,40,1,W,1,E,4,E,4,SC,7,1000,AC,1,,,CU,4,1400,AC,1,,,,,,AS,2,,,20.5,7.2,9.2,18.2,10.3,8.4,11.2,8.4,0,0,0,0.2,1.5,1.7
374,2013,10,24,25,38,1,E,4,SE,4,E,4,SC,8,900,,,,,CU,6,1200,AC,1,CI,1,ST,8,200,,,,,17.6,4.7,8.2,17.5,10,7.6,12,9,7.2,0,5.7,0.2,1.3,1.5
374,2013,10,25,43,40,1,E,2,E,2,W,2,CU,1,1400,AS,2,CI,3,CU,4,1300,AC,2,,,ST,8,300,,,,,18.8,7,7.4,16.2,11.2,7.3,11.8,10,3.3,1.5,1.2,0.2,1.2,1.4
374,2013,10,26,32,32,1,E,2,E,4,W,4,SC,8,1000,,,,,SC,8,800,,,,,SC,6,900,AC,1,,,16.7,8.9,9.6,15.7,11.1,8.8,11.3,10,6,2.1,2.3,0.2,1,1.2
374,2013,10,27,20,36,1,E,2,E,4,W,4,SC,8,900,,,,,CU,4,1400,AC,1,,,ST,8,200,,,,,18.8,9.6,10.2,18,11.8,9.6,12.8,10.6,13.2,3.7,0.4,0.2,1.3,1.5
374,2013,10,28,15,30,1,E,2,W,4,E,1,SC,8,1000,,,,,ST,8,500,,,,,ST,8,100,,,,,16.7,8.9,9.4,14.2,11,8.8,11.8,10.2,3.4,12.8,2.7,0.2,0.8,0.9
374,2013,10,29,39,38,1,E,2,E,4,E,2,CU,3,1300,AC,2,CI,3,CU,4,1400,AC,1,CI,1,ST,8,50,,,,,19.3,7.6,9.6,18.4,10.3,8.9,12.6,9.5,19.3,0.7,19.2,0.1,1,1.2
374,2013,10,30,18,40,1,W,4,W,4,W,2,SC,7,900,AC,1,,,CU,4,1400,AC,1,,,ST,8,100,,,,,20.1,8.9,9.5,18.8,10.8,8.9,13.4,9.6,1.8,0.1,1,0.2,1.3,1.5
374,2013,10,31,5,39,1,W,4,W,4,E,4,ST,8,200,,,,,CU,6,1300,AC,2,,,CU,2,1300,AC,2,,,16.6,8.7,9,15.6,10.3,8.6,11.6,8.3,0,0.8,0,0.2,1.2,1.4
374,2013,11,1,40,38,2,E,2,W,4,W,9,CU,1,1400,,,CI,5,CU,2,1400,AC,2,CI,4,CU,6,1200,AC,2,,,17.8,2.9,6,17.1,9.6,5.3,10.5,7.6,0,0,0,0.2,2.4,2.9
374,2013,11,2,30,36,1,E,4,W,4,W,7,ST,8,500,,,,,CU,8,1300,,,,,ST,8,200,,,,,15.8,7.6,7.8,15.1,8.9,6.6,10.4,7.7,0.1,0,0.1,0.5,1,1.3
374,2013,11,3,32,39,1,W,2,W,7,W,9,SC,8,1000,,,,,CU,6,1300,AC,2,,,ST,8,100,,,,,17.4,7.7,8.6,17.2,10.6,7.5,10.4,8,0.1,0,0,0.3,1.9,3.1
374,2013,11,4,40,40,1,W,2,W,4,W,7,CU,2,1400,AS,4,CI,2,CU,4,1400,AC,2,CI,2,SC,8,700,,,,,18.9,7.3,8.2,18.5,12.4,5,7.6,6.6,0,0.1,0,1.2,3.3,4
374,2013,11,5,42,43,10,W,1,E,4,W,9,CU,2,1300,AC,2,CI,4,CU,1,1400,AS,1,CI,6,,,,,,CI,2,20.4,3.9,6.3,19,12.3,4.6,9.2,6,0,0,0,0.7,3.4,4.3
374,2013,11,6,40,45,2,E,2,W,7,E,2,SC,5,1000,AS,3,,,,,,AS,8,,,ST,8,500,,,,,16.2,7.6,8.7,14.5,13.2,5,7.3,8.6,0,0,0,0.9,1.9,2.6
374,2013,11,7,36,39,1,E,4,E,4,E,4,CU,7,1200,AC,1,,,CU,5,1400,AC,2,,,SC,8,800,,,,,20.6,7.1,10.1,19,12.2,8.9,11.2,7.6,0,0,0,0.7,2.3,3
374,2013,11,8,50,45,10,W,2,SE,4,W,9,,,,,,,,CU,4,1400,AC,1,CI,1,,,,,,,,21.4,4.3,7.4,19.6,12.1,6,9,6.9,0,0,0,0.7,3.4,3.9
374,2013,11,9,44,40,4,E,1,E,4,NW,9,,,,AC,1,CI,2,CU,3,1300,AC,1,CI,1,SC,8,700,,,,,19.5,4.1,7.9,18,11.4,6.3,10,7.6,1.2,0,0.2,0.5,2.4,3
374,2013,11,10,35,38,6,W,1,W,4,E,4,CU,1,1300,AC,1,,,CU,4,1400,AC,1,,,,,,AC,2,CI,1,20.4,6.3,8.2,20,11.4,6.8,12.2,9.9,10.5,1,10.5,0.6,1.7,2
374,2013,11,11,30,39,8,E,7,W,4,E,2,SC,7,900,AC,1,,,CU,5,1300,AC,1,,,CU,1,1200,,,CI,2,20.7,7.9,10.6,20.4,11,8.9,13.4,9.4,4.6,0,4.6,0.3,1.6,1.8
374,2013,11,12,45,40,4,E,2,SE,4,E,2,CU,1,1400,AC,2,CI,2,CU,4,1400,AC,1,,,CU,2,1300,AC,2,CI,1,20.8,5.8,8.4,18,11.4,8.4,12.7,10.2,9,0,9,0.2,1.4,1.6
374,2013,11,13,28,30,6,E,4,W,4,E,4,SC,8,700,,,,,SC,8,700,,,,,ST,8,400,,,,,15,8.2,10.2,12.9,10.4,9,10.6,9.2,1.6,0,1.6,0.2,0.9,1
374,2013,11,14,35,38,2,W,2,E,4,E,2,SC,8,1000,,,,,SC,6,1100,AC,1,,,SC,5,800,AC,1,,,19.6,6,8,18.9,11.4,7.8,12,10.2,4.1,0,4.1,0.1,1.9,2.1
374,2013,11,15,43,40,10,E,1,W,4,E,4,CU,1,1400,,,,,CU,4,1400,AC,1,,,,,,,,CI,2,21.2,6.2,9.8,18.6,14.2,9.2,12.6,10,0,0,0,0.2,1.8,2.2
374,2013,11,16,35,40,8,E,2,E,4,W,4,SC,8,900,,,,,CU,6,1300,AC,2,,,CU,6,1200,AC,2,,,21.8,9,11.2,20.6,14.6,10,13.2,10.4,0,0,0,0.4,2.5,3.2
374,2013,11,17,38,30,1,E,4,E,2,W,7,CU,1,1300,AC,2,CI,5,ST,8,500,,,,,ST,8,300,,,,,18.7,9.7,11.6,14.4,12.3,9.8,11.6,8.8,4.4,0,4.4,0.7,1.3,1.8
374,2013,11,18,44,42,8,W,2,W,7,W,9,,,,AC,1,CI,2,CU,3,1400,AC,1,CI,2,CU,1,1400,AC,1,CI,2,20.4,6.4,10.4,18.6,12.6,7.8,10.6,7.8,0,0,0,0.5,3.1,3.5
374,2013,11,19,48,43,10,E,2,W,4,W,9,,,,,,CI,2,CU,2,1400,AC,1,CI,1,CU,1,1400,,,,,18.7,2.5,5.2,18.7,11.1,4.9,10.6,7.2,0,0,0,0.4,2.5,2.8
374,2013,11,20,42,40,1,W,2,W,4,W,7,,,,AS,4,CI,3,CU,6,1300,AS,2,,,ST,8,400,,,,,15.9,3.1,5,15,9.8,4,8.6,8.5,0.8,0,0.8,0.3,1.5,1.7
374,2013,11,21,40,39,2,NW,4,W,7,W,9,SC,8,1000,,,,,CU,5,1300,AC,2,CI,1,SC,8,700,,,,,18.8,5.6,8.2,18.1,11.6,6.7,11,8.3,0,0,0,0.2,2,2.7
374,2013,11,22,41,42,10,E,2,W,4,W,9,CU,4,1300,AC,3,CI,1,CU,1,1400,AS,3,CI,4,CU,1,1400,AC,2,CI,2,19.3,8.1,9.2,17.4,12,6.6,9.6,7.8,0,0,0,0.7,2.6,3.2
374,2013,11,23,44,45,4,E,1,W,4,E,2,CU,1,1400,AC,3,CI,3,CU,2,1400,AC,2,CI,3,SC,6,1000,AS,2,,,21,6.6,7.6,19.8,12.6,6.3,11.4,9.2,0.1,0,0.1,0.6,2.2,2.7
374,2013,11,24,48,43,4,W,1,NW,4,W,7,,,,AC,1,,,CU,4,1400,AC,1,,,SC,7,1000,AC,1,,,19.3,4.9,8.1,18.5,12,6.9,11.6,8,2.9,0,2.9,0.5,1.8,2.1
374,2013,11,25,42,40,5,E,2,E,7,E,7,SC,6,900,AC,2,,,CU,7,1200,AC,1,,,ST,8,300,,,,,18.6,4,6.2,16.2,10.8,6,8.5,8.7,1.1,0,1.1,0.3,2,2.3
374,2013,11,26,47,42,10,E,1,W,4,W,7,,,,,,CI,6,CU,2,1400,AC,1,CI,5,CU,3,1200,AC,2,,,20.5,2.4,4.6,19.4,12.2,4,10.2,6.5,0,0,0,0.3,3.2,4.1
374,2013,11,27,48,45,8,E,1,W,4,W,9,,,,,,CI,8,CU,1,1500,AC,1,CI,1,SC,8,900,,,,,21.3,3.5,6.7,19.8,12.9,4.5,9.4,5.9,0,0,0,0.9,3.8,4.5
374,2013,11,28,45,44,6,E,1,NW,4,W,7,CU,1,1400,AC,2,CS,2,CU,3,1400,AC,1,CI,1,SC,8,700,,,,,23.2,2.7,6.2,20.8,12.7,3.8,10,9,0,0,0,0.7,3.3,4
374,2013,11,29,43,46,10,W,2,E,4,W,9,CU,2,1400,AC,2,,,CU,2,1500,AC,1,,,SC,8,1000,,,,,20.8,5.8,8.9,19.2,12.5,5.8,11,6.7,0,0,0,0.7,2.8,3.7
374,2013,11,30,46,38,2,E,1,E,4,W,9,CU,1,1500,AC,3,CI,1,CU,6,1200,,,,,ST,8,400,,,,,20.7,7.2,8.4,16.2,13.3,7.1,10.9,8.8,0,0,0,0.9,2.6,2.9
374,2013,12,1,25,40,2,W,4,W,4,W,4,SC,8,900,,,,,CU,7,1200,AC,1,,,SC,8,800,,,,,19.1,7.8,8.8,16.8,12.5,8,12.1,9.6,7.8,0,0,0.3,1.4,1.9
374,2013,12,2,38,39,2,E,4,W,7,E,7,SC,6,1100,AC,2,,,CU,5,1200,AC,1,CI,1,ST,8,300,,,,,19.5,7.7,8.8,17.8,11.2,8,12,10.1,3.5,7.8,1.8,0.5,1.2,1.4
374,2013,12,3,30,35,1,E,2,W,4,W,2,CU,5,1200,AC,3,,,CU,4,1300,AC,1,CI,2,ST,8,100,,,,,17.4,8.8,10.7,17.3,9.4,9.6,12.1,9,19.3,1.7,10.5,0.2,0.8,0.9
374,2013,12,4,25,37,1,E,4,E,4,W,2,SC,7,1000,AC,1,,,CU,6,1200,AC,2,,,ST,8,100,,,,,18.5,6.9,8.2,17.8,9.4,7.9,11.5,8.8,24.8,8.8,16.6,0.1,1.1,1.3
374,2013,12,5,44,38,8,E,2,NW,4,E,2,CU,3,1400,AC,2,CI,3,CU,7,1200,AC,1,,,ST,8,300,,,,,17.3,7.4,8.6,16.4,10.9,8.1,11.2,10.1,11.4,8.2,11.2,0.2,1.2,1.3
374,2013,12,6,30,40,4,E,2,W,2,E,2,ST,8,500,,,,,CU,6,1200,,,,,SC,8,900,,,,,17.6,5.4,8.8,17.2,10.6,8.1,12.5,9.8,2.8,0.2,0.8,0.1,1.1,1.3
374,2013,12,7,25,37,2,E,2,W,4,E,2,ST,8,500,,,,,SC,7,1000,AC,1,,,ST,8,300,,,,,17.9,9.4,9.8,15.1,10.7,9.2,11.4,9.8,2.3,2,2.3,0.2,1.2,1.4
374,2013,12,8,28,40,1,E,4,E,4,W,2,CU,5,1200,AC,2,,1,CU,6,1300,AC,2,,,ST,8,100,,,,,15.7,9.2,9.8,15.2,10.3,8.6,11.5,9.5,4.1,0,1.5,0.2,1,1.2
374,2013,12,9,20,35,6,E,2,N,4,W,7,ST,8,500,,,,,CU,5,1200,AC,2,,,ST,8,400,,,,,18.4,8.2,9.4,16.2,10.9,9,11.1,10,11.6,2.6,4.4,0.2,1.1,1.3
374,2013,12,10,22,32,4,E,4,W,7,E,2,SC,8,700,,,,,CU,6,1300,AC,1,CI,1,ST,8,300,,,,,17.4,9,9.5,15.8,11.8,9,12.4,10.3,2.4,7.2,0.7,0.2,0.8,1
374,2013,12,11,25,38,10,E,4,NW,4,E,4,CU,4,1300,AC,1,CI,1,CU,7,1200,AC,1,,,SC,6,1000,AC,2,,,17.6,8.6,9.6,16.7,12.7,9,12.6,9.9,0.1,1.7,0.1,0.2,1.4,1.8
374,2013,12,12,40,42,15,E,2,NW,7,W,7,CU,1,1400,AS,2,CI,5,CU,4,1400,AS,2,CI,2,CU,5,1300,AC,1,,,20.3,7.9,9.3,18.6,12.6,8.4,12.5,10.2,0,0,0,0.4,2.1,2.4
374,2013,12,13,36,38,8,E,2,E,4,E,4,SC,4,1000,AS,3,CI,1,CU,4,1300,AS,2,CI,1,ST,8,400,,,,,19.4,8,10.2,19,11.3,8.8,12.2,10.2,7.3,0,7.3,0.3,1.6,1.8
374,2013,12,14,20,36,6,E,4,NW,4,E,4,SC,8,900,,,,,SC,4,1400,AC,1,,,ST,8,300,,,,,19.5,10.1,10.7,18.5,11.2,9.8,12.2,9.8,10.1,0,6.3,0.2,1.4,1.6
374,2013,12,15,30,40,10,E,2,W,4,E,4,ST,8,500,,,,,SC,4,1000,AC,1,,,ST,8,4000,,,,,18.4,9.5,10,16.8,12.4,9.5,11.6,10.6,14.4,3.8,2.2,0.2,0.9,1.1
374,2013,12,16,28,37,9,E,4,W,2,W,2,SC,8,1000,,,,,CU,6,1100,AC,2,,,SC,8,700,,,,,17.4,9,9.9,15.3,11.6,9.4,12.2,10.6,5,12.2,0.5,0.2,0.8,1
374,2013,12,17,10,35,6,W,4,SE,4,E,4,ST,8,500,,,,,CU,5,1300,AC,1,CI,2,ST,8,300,,,,,18.7,9.5,9.7,16.4,10.6,9.1,12.6,10,4.9,4.5,4.4,0.2,0.8,1
374,2013,12,18,32,38,15,W,2,W,4,E,2,CU,4,1200,AC,3,,,CU,4,1400,AC,2,CI,1,,,,AC,2,CI,6,18.8,8.4,9.3,18,11.5,8.8,13.2,10.3,2.7,0.5,2.7,0.2,1.1,1.3
374,2013,12,19,45,39,8,E,1,W,4,E,4,,,,AS,2,CI,6,CU,2,1400,AC,1,CI,1,SC,8,900,,,,,19.1,6,7.2,17.4,12,7,11.7,9.9,0,0,0,0.2,1.9,2.1
374,2013,12,20,36,38,10,W,2,W,7,E,4,CU,4,1300,AC,2,CI,2,CU,4,1400,,,CI,1,SC,6,1000,AC,2,,,20.3,8.7,9.7,19.6,12.3,8.8,12.4,10.1,0.5,0,0.5,0.2,1.6,1.8
374,2013,12,21,35,40,15,E,1,W,4,W,7,CU,6,1300,AC,1,CI,1,CU,6,1300,AC,1,,,SC,6,1100,NS,1,CI,1,18.9,8.1,10,14.8,13.2,9.4,10.2,8.9,0,0,0,0.2,2.2,2.6
374,2013,12,22,45,42,20,E,2,W,4,W,4,,,,,,CI,4,CU,2,1400,,,,,,,,AC,1,,,20.4,4.7,6,19.4,13,5.8,10.8,7.8,0,0,0,0.4,3.1,3.4
374,2013,12,23,50,46,18,E,1,E,2,W,9,,,,,,,,CU,1,1500,,,CI,1,,,,,,,,20.8,2.9,4.8,18.6,12.7,4.3,9.8,6.8,0,0,0,0.3,3.4,3.9
374,2013,12,24,47,45,25,E,1,NW,4,W,9,,,,,,CI,5,CU,1,1500,,,CI,7,,,,,,CI,8,19.6,2,4,18.5,10.9,2.4,10.3,5.7,0,0,0,0.5,3,3.8
374,2013,12,25,45,42,20,E,1,W,4,W,9,CU,1,1400,AS,2,CI,5,CU,3,1400,AS,1,CI,4,CU,2,1400,AC,4,CI,2,19.2,2.8,5.2,17.2,12.5,3.8,9.8,8.2,0,0,0,0.8,2.7,3.2
374,2013,12,26,40,40,25,E,2,W,7,E,4,CU,3,1300,AC,2,,,CU,4,1300,AC,1,,,CU,1,1400,AC,2,CI,4,21.6,5.6,10.2,18.8,14.4,8.3,11.9,10,0,0,0,0.5,2.5,3.5
374,2013,12,27,44,39,27,E,4,E,7,E,4,,,,AC,2,CC,2,CU,4,1400,AC,1,CI,1,,,,,,CI,3,19.6,8.7,10.6,17,13.5,8.2,10.8,9.6,0,0,0,1,2.4,3.4
374,2013,12,28,40,38,10,E,4,E,7,E,4,CU,3,1300,AC,2,,,SC,7,1000,AC,1,,,SC,8,800,,,,,19,8.4,11.2,18,13.8,8.2,11.1,10,0,0,0,1,2.4,3.1
374,2013,12,29,41,40,12,E,4,E,4,E,2,CU,7,1300,AC,1,,,CU,6,1400,AC,2,,,SC,4,1000,AC,2,,,21.5,10.6,11.5,20.2,15.6,9,12,10.6,0,0,0,0.7,2.8,3.4
374,2013,12,30,42,40,8,W,2,E,4,W,9,CU,1,1400,,,,,CU,5,1400,AC,3,,,SC,8,700,,,,,21.7,7.9,9,19.2,14.4,8.2,11.8,10.7,0,0,0,0.6,2.3,2.9
374,2013,12,31,38,41,9,E,4,W,4,W,4,CU,1,1400,AC,2,,,CU,4,1400,AC,1,,,CU,4,1200,AC,1,CI,2,20.8,9.1,10.7,19,13.9,9.5,12.5,10.2,0,0,0,0.6,2.2,2.9
