Código	Mes	CWD	Estación	Departamento	Provincia	Distrito	Longitud	Latitud	Altitud (msnm)	Sector
115022	10	3	CAYLLOMA	AREQUIPA	CAYLLOMA	CAYLLOMA	-71.77019167	-15.18882778	4327	SIERRA SUR ORIENTAL
115022	11	3	CAYLLOMA	AREQUIPA	CAYLLOMA	CAYLLOMA	-71.77019167	-15.18882778	4327	SIERRA SUR ORIENTAL
115022	12	6	CAYLLOMA	AREQUIPA	CAYLLOMA	CAYLLOMA	-71.77019167	-15.18882778	4327	SIERRA SUR ORIENTAL
115024	1	9	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	2	9	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	3	6	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	4	3	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	5	1	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	6	1	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	7	1	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	8	1	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	9	1	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	10	2	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	11	2	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115024	12	6	SIBAYO	AREQUIPA	CAYLLOMA	SIBAYO	-71.45697222	-15.48919444	3816	SIERRA SUR OCCIDENTAL
115025	1	7	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	2	8	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	3	5	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	4	2	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	5	1	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	6	1	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	7	1	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	8	1	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	9	1	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	10	2	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	11	2	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115025	12	4	CHIVAY	AREQUIPA	CAYLLOMA	CHIVAY	-71.60168889	-15.64162778	3644	SIERRA SUR OCCIDENTAL
115027	1	9	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	2	9	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	3	7	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	4	4	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	5	1	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	6	1	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	7	1	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	8	1	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	9	2	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	10	3	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	11	4	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115027	12	6	PAMPAHUTA	PUNO	LAMPA	PARATIA	-70.675987	-15.483685	4316	SIERRA SUR ORIENTAL
115029	1	7	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	2	9	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	3	6	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	4	2	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	5	1	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	6	1	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	7	1	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	8	1	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	9	1	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	10	2	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	11	2	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115029	12	5	IMATA	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA	-71.09061667	-15.84265556	4475	SIERRA SUR OCCIDENTAL
115033	1	8	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	2	8	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	3	6	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	4	3	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	5	1	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	6	1	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	7	1	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	8	1	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	9	2	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	10	3	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	11	3	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115033	12	5	CABANILLAS	PUNO	SAN ROMAN	CABANILLAS	-70.34660833	-15.63910833	3885	SIERRA SUR ORIENTAL
115035	1	7	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	2	7	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	3	5	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	4	3	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	5	1	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	6	1	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	7	1	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	8	1	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	9	2	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	10	3	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	11	4	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115035	12	6	ARAPA	PUNO	AZANGARO	ARAPA	-70.109045	-15.178573	3829	SIERRA SUR ORIENTAL
115037	1	6	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	2	5	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	3	5	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	4	2	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	5	1	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	6	1	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	7	1	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	8	1	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	9	2	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	10	3	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	11	3	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115037	12	5	HUANCANE	PUNO	HUANCANE	HUANCANE	-69.7583	-15.20687	3842	SIERRA SUR ORIENTAL
115038	1	7	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	2	6	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	3	5	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	4	3	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	5	1	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	6	1	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	7	1	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	8	1	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	9	2	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	10	3	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	11	3	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115038	12	6	HUARAYA-MOHO	PUNO	MOHO	MOHO	-69.484193	-15.388097	3836	SIERRA SUR ORIENTAL
115041	1	8	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	1	8	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	2	9	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	2	9	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	3	6	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	3	6	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	4	2	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	4	2	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	5	0	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	5	0	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	6	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	6	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	7	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	7	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	8	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	8	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	9	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	9	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	10	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	10	1	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	11	2	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	11	2	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	12	3	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115041	12	3	CABANACONDE	AREQUIPA	CAYLLOMA	CABANACONDE	-71.97408611	-15.62259444	3333	SIERRA SUR OCCIDENTAL
115043	1	6	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	2	8	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	3	5	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	4	2	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	5	1	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	6	1	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	7	2	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	8	2	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	9	1	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	10	1	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	11	1	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115043	12	2	SALAMANCA	AREQUIPA	CONDESUYOS	SALAMANCA	-72.83202778	-15.50294444	3203	SIERRA SUR OCCIDENTAL
115044	1	8	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	2	9	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	3	6	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	4	3	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	5	1	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	6	1	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	7	1	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	8	1	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	9	1	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	10	2	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	11	3	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115044	12	6	CRUCERO-ALTO	PUNO	LAMPA	SANTA LUCIA	-70.911257	-15.76433	4521	SIERRA SUR OCCIDENTAL
115046	1	7	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	2	7	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	3	5	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	4	3	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	5	1	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	6	1	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	7	1	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	8	1	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	9	2	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	10	3	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	11	4	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115046	12	6	PUCARA	PUNO	LAMPA	PUCARA 	-70.36663889	-15.04566667	3877	SIERRA SUR ORIENTAL
115047	1	6	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	2	6	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	3	4	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	4	2	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	5	1	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	6	1	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	7	1	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	8	1	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	9	2	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	10	4	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	11	3	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115047	12	5	TARACO	PUNO	HUANCANE	TARACO	-69.97247222	-15.31166667	3824	SIERRA SUR ORIENTAL
115049	1	10	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	2	10	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	3	9	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	4	4	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	5	2	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	6	1	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	7	1	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	8	1	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	9	3	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	10	3	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	11	3	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115049	12	6	ISLA-TAQUILE	PUNO	PUNO	AMANTANI	-69.69107	-15.77019	3837	SIERRA SUR ORIENTAL
115051	1	8	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	2	9	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	3	6	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	4	3	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	5	1	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	6	1	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	7	1	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	8	1	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	9	2	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	10	3	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	11	3	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115051	12	5	MAÑAZO	PUNO	PUNO	MAÑAZO	-70.3395	-15.79944444	3931	SIERRA SUR ORIENTAL
115052	1	8	RINCON-DE-LA-CRUZ	PUNO	PUNO	ACORA	-69.80961111	-15.99016667	3887	SIERRA SUR ORIENTAL
115052	2	8	RINCON-DE-LA-CRUZ	PUNO	PUNO	ACORA	-69.80961111	-15.99016667	3887	SIERRA SUR ORIENTAL
115052	3	6	RINCON-DE-LA-CRUZ	PUNO	PUNO	ACORA	-69.80961111	-15.99016667	3887	SIERRA SUR ORIENTAL
115052	4	4	RINCON-DE-LA-CRUZ	PUNO	PUNO	ACORA	-69.80961111	-15.99016667	3887	SIERRA SUR ORIENTAL
115052	5	1	RINCON-DE-LA-CRUZ	PUNO	PUNO	ACORA	-69.80961111	-15.99016667	3887	SIERRA SUR ORIENTAL
